customer_id,address,purchase_date,return_date,purchase_amount,return_amount,return_reason
CUST_0006,"5 Street, City_3",2024-10-22,,71438.86,0.0,
CUST_0006,"5 Street, City_3",2024-10-27,,5834.37,0.0,
CUST_0006,"5 Street, City_3",2024-06-20,,2065.44,0.0,
CUST_0006,"5 Street, City_3",2023-06-28,,472.69,0.0,
CUST_0006,"5 Street, City_3",2023-06-29,,35077.91,0.0,
CUST_0006,"5 Street, City_3",2024-10-23,,11062.8,0.0,
CUST_0006,"5 Street, City_3",2023-02-18,,9675.32,0.0,
CUST_0006,"5 Street, City_3",2024-07-14,,3541.02,0.0,
CUST_0006,"5 Street, City_3",2023-08-03,,67483.98,0.0,
CUST_0006,"5 Street, City_3",2023-11-01,,8995.32,0.0,
CUST_0006,"5 Street, City_3",2024-02-28,,1842.94,0.0,
CUST_0006,"5 Street, City_3",2024-05-16,,30981.04,0.0,
CUST_0006,"5 Street, City_3",2024-11-08,2024-11-15,8709.43,4459.16,Size issue
CUST_0006,"5 Street, City_3",2024-04-02,,17782.24,0.0,
CUST_0006,"5 Street, City_3",2023-03-28,2023-04-09,9816.5,4233.19,Late delivery
CUST_0006,"5 Street, City_3",2023-08-27,,45667.58,0.0,
CUST_0007,"264 Street, City_2",2023-04-06,,13569.78,0.0,
CUST_0007,"264 Street, City_2",2024-05-14,2024-05-22,14384.15,10028.59,Wrong item
CUST_0007,"264 Street, City_2",2023-01-07,2023-01-11,68581.89,53144.96,Size issue
CUST_0007,"264 Street, City_2",2024-11-30,,33654.55,0.0,
CUST_0007,"264 Street, City_2",2024-06-06,2024-06-12,5737.55,4036.7,Wrong item
CUST_0007,"264 Street, City_2",2023-09-13,2023-09-18,2464.75,1641.16,Size issue
CUST_0007,"264 Street, City_2",2024-05-20,2024-05-27,6947.22,5150.11,Size issue
CUST_0007,"264 Street, City_2",2023-04-25,,21567.94,0.0,
CUST_0007,"264 Street, City_2",2023-08-25,2023-08-28,2617.52,1983.31,Damaged
CUST_0007,"264 Street, City_2",2023-04-19,2023-04-26,7605.85,6649.72,Damaged
CUST_0007,"264 Street, City_2",2023-02-11,2023-02-14,1890.3,1542.6,Damaged
CUST_0007,"264 Street, City_2",2024-09-20,2024-09-22,25906.17,17614.89,Wrong item
CUST_0008,"610 Street, City_9",2024-03-30,2024-04-01,55459.81,44888.79,No longer needed
CUST_0008,"610 Street, City_9",2023-12-29,2023-12-30,18188.88,15443.63,No longer needed
CUST_0008,"610 Street, City_9",2023-05-29,2023-05-31,10198.47,9314.07,Other
CUST_0008,"610 Street, City_9",2023-04-08,,56903.41,0.0,
CUST_0008,"610 Street, City_9",2024-02-10,2024-02-11,4769.38,4618.21,Not satisfied
CUST_0008,"610 Street, City_9",2024-05-21,2024-05-23,30957.54,27702.28,Not satisfied
CUST_0008,"610 Street, City_9",2023-03-14,2023-03-16,16577.71,14786.26,No longer needed
CUST_0008,"610 Street, City_9",2023-05-11,2023-05-12,8938.98,7637.73,Changed mind
CUST_0008,"610 Street, City_9",2024-06-07,2024-06-09,5582.74,5237.24,Changed mind
CUST_0008,"610 Street, City_9",2024-05-11,2024-05-13,9926.64,9446.97,Changed mind
CUST_0008,"610 Street, City_9",2024-10-22,,35093.24,0.0,
CUST_0008,"610 Street, City_9",2024-04-10,2024-04-12,40794.56,33056.61,Not satisfied
CUST_0008,"610 Street, City_9",2024-06-21,2024-06-22,35674.15,29913.48,Not satisfied
CUST_0008,"610 Street, City_9",2024-05-12,2024-05-13,15687.46,15254.62,No longer needed
CUST_0008,"610 Street, City_9",2024-02-06,2024-02-08,185216.23,152639.17,Changed mind
CUST_0008,"610 Street, City_9",2023-04-08,2023-04-10,20092.08,18986.08,No longer needed
CUST_0008,"610 Street, City_9",2023-12-30,2023-12-31,66212.96,61258.8,No longer needed
CUST_0008,"610 Street, City_9",2023-01-16,2023-01-18,19562.66,15745.6,No longer needed
CUST_0008,"610 Street, City_9",2023-06-19,2023-06-21,7901.45,6875.38,Other
CUST_0008,"610 Street, City_9",2024-04-21,2024-04-23,3217.62,3136.33,Changed mind
CUST_0008,"610 Street, City_9",2023-08-27,2023-08-28,5078.46,4305.29,Changed mind
CUST_0008,"610 Street, City_9",2023-01-03,2023-01-05,10499.15,9021.52,Other
CUST_0008,"610 Street, City_9",2023-10-20,2023-10-22,12815.08,12703.38,Other
CUST_0008,"610 Street, City_9",2023-03-02,2023-03-03,17695.36,17267.55,Changed mind
CUST_0008,"610 Street, City_9",2023-10-29,2023-10-31,36237.56,30669.09,Other
CUST_0008,"610 Street, City_9",2024-10-21,2024-10-22,17139.4,15468.96,No longer needed
CUST_0008,"610 Street, City_9",2023-11-26,,11454.59,0.0,
CUST_0008,"610 Street, City_9",2024-05-31,,7321.95,0.0,
CUST_0008,"610 Street, City_9",2024-11-19,2024-11-20,268884.68,255883.48,Not satisfied
CUST_0008,"610 Street, City_9",2023-03-03,2023-03-04,23471.56,19830.85,No longer needed
CUST_0009,"89 Street, City_9",2023-12-23,,6403.84,0.0,
CUST_0009,"89 Street, City_9",2023-11-28,,8389.68,0.0,
CUST_0009,"89 Street, City_9",2024-06-20,,4814.23,0.0,
CUST_0009,"89 Street, City_9",2023-11-24,2023-12-16,15148.89,6427.88,Damaged
CUST_0009,"89 Street, City_9",2023-11-12,,14071.77,0.0,
CUST_0009,"89 Street, City_9",2023-02-09,,46007.89,0.0,
CUST_0009,"89 Street, City_9",2023-10-16,,17819.12,0.0,
CUST_0009,"89 Street, City_9",2024-07-24,,19276.95,0.0,
CUST_0009,"89 Street, City_9",2024-07-10,,48050.59,0.0,
CUST_0009,"89 Street, City_9",2023-01-07,,54347.54,0.0,
CUST_0009,"89 Street, City_9",2023-01-31,,10932.1,0.0,
CUST_0009,"89 Street, City_9",2023-03-23,,15931.55,0.0,
CUST_0009,"89 Street, City_9",2024-06-07,2024-06-24,16803.1,10652.39,Late delivery
CUST_0010,"414 Street, City_7",2023-08-21,2023-09-09,14125.32,9599.68,Late delivery
CUST_0010,"414 Street, City_7",2023-10-05,,16492.4,0.0,
CUST_0010,"414 Street, City_7",2023-01-17,,21811.98,0.0,
CUST_0010,"414 Street, City_7",2023-01-22,,7508.88,0.0,
CUST_0010,"414 Street, City_7",2023-10-12,,15574.08,0.0,
CUST_0010,"414 Street, City_7",2024-01-16,,6279.93,0.0,
CUST_0010,"414 Street, City_7",2024-04-03,,10913.25,0.0,
CUST_0010,"414 Street, City_7",2024-03-05,,30150.58,0.0,
CUST_0010,"414 Street, City_7",2023-09-28,,12611.5,0.0,
CUST_0010,"414 Street, City_7",2023-05-10,,5607.59,0.0,
CUST_0010,"414 Street, City_7",2024-01-17,,32124.51,0.0,
CUST_0010,"414 Street, City_7",2023-01-21,,1456.62,0.0,
CUST_0010,"414 Street, City_7",2023-06-11,2023-06-27,6768.24,3849.95,Size issue
CUST_0010,"414 Street, City_7",2024-05-06,,24504.26,0.0,
CUST_0010,"414 Street, City_7",2023-11-05,,12903.97,0.0,
CUST_0010,"414 Street, City_7",2024-07-15,2024-07-22,28890.48,13163.59,Late delivery
CUST_0010,"414 Street, City_7",2024-06-10,2024-07-01,65840.01,38331.52,Damaged
CUST_0010,"414 Street, City_7",2024-06-04,,12731.19,0.0,
CUST_0010,"414 Street, City_7",2023-04-27,,2399.63,0.0,
CUST_0011,"721 Street, City_8",2023-10-01,2023-10-02,4339.76,4075.02,Changed mind
CUST_0011,"721 Street, City_8",2023-04-12,2023-04-13,93205.54,76520.45,Other
CUST_0011,"721 Street, City_8",2024-02-05,2024-02-07,16241.33,15274.86,Not satisfied
CUST_0011,"721 Street, City_8",2023-08-30,2023-08-31,4473.14,4368.05,Not satisfied
CUST_0011,"721 Street, City_8",2024-08-11,2024-08-13,10777.17,10115.87,Other
CUST_0011,"721 Street, City_8",2023-05-23,2023-05-24,5551.08,5497.29,Not satisfied
CUST_0011,"721 Street, City_8",2023-11-13,2023-11-15,117521.45,112430.95,Changed mind
CUST_0011,"721 Street, City_8",2023-04-21,2023-04-23,20527.3,18692.16,Other
CUST_0011,"721 Street, City_8",2024-01-25,2024-01-27,10534.98,9352.13,No longer needed
CUST_0011,"721 Street, City_8",2023-01-12,2023-01-13,64908.5,59920.18,Changed mind
CUST_0011,"721 Street, City_8",2023-05-27,2023-05-29,25019.29,20119.82,Changed mind
CUST_0011,"721 Street, City_8",2024-10-23,2024-10-24,6711.38,6242.02,Other
CUST_0011,"721 Street, City_8",2023-02-04,2023-02-05,8145.53,7930.93,Other
CUST_0011,"721 Street, City_8",2023-06-08,2023-06-09,2454.42,2133.35,Not satisfied
CUST_0011,"721 Street, City_8",2023-12-30,2023-12-31,13826.14,12273.78,Changed mind
CUST_0011,"721 Street, City_8",2023-04-27,2023-04-28,88989.98,87222.68,Not satisfied
CUST_0011,"721 Street, City_8",2023-10-22,2023-10-23,29225.22,26102.88,Changed mind
CUST_0011,"721 Street, City_8",2023-01-21,2023-01-23,2014.91,1775.26,Changed mind
CUST_0011,"721 Street, City_8",2024-04-22,2024-04-23,6902.46,5617.41,No longer needed
CUST_0011,"721 Street, City_8",2024-07-06,,5967.31,0.0,
CUST_0011,"721 Street, City_8",2024-09-14,2024-09-15,85025.55,74670.83,Changed mind
CUST_0011,"721 Street, City_8",2023-01-28,2023-01-29,116470.87,106883.29,Not satisfied
CUST_0011,"721 Street, City_8",2024-04-04,2024-04-06,2065.07,1837.41,Not satisfied
CUST_0011,"721 Street, City_8",2023-12-27,2023-12-28,9634.68,9535.61,No longer needed
CUST_0011,"721 Street, City_8",2023-11-09,2023-11-10,8792.18,7971.89,Not satisfied
CUST_0011,"721 Street, City_8",2023-11-01,2023-11-03,8785.79,8547.19,Other
CUST_0011,"721 Street, City_8",2024-09-11,2024-09-12,7188.67,7097.52,No longer needed
CUST_0011,"721 Street, City_8",2023-01-01,2023-01-02,14088.2,11520.08,Not satisfied
CUST_0011,"721 Street, City_8",2023-06-10,,6591.15,0.0,
CUST_0011,"721 Street, City_8",2023-08-04,2023-08-05,13509.52,12534.46,Not satisfied
CUST_0012,"223 Street, City_8",2024-03-02,2024-03-03,163742.38,135694.7,Other
CUST_0012,"223 Street, City_8",2024-01-10,2024-01-11,11299.26,10559.39,No longer needed
CUST_0012,"223 Street, City_8",2023-12-18,2023-12-20,35109.65,31578.84,Other
CUST_0012,"223 Street, City_8",2023-05-25,2023-05-26,3094.04,2494.04,No longer needed
CUST_0012,"223 Street, City_8",2023-12-11,2023-12-12,50343.82,46990.63,No longer needed
CUST_0012,"223 Street, City_8",2023-12-27,2023-12-29,55516.55,51130.23,Changed mind
CUST_0012,"223 Street, City_8",2024-07-28,2024-07-29,12370.06,10610.26,Not satisfied
CUST_0012,"223 Street, City_8",2023-11-20,2023-11-22,19821.35,18503.6,Not satisfied
CUST_0012,"223 Street, City_8",2024-03-29,2024-03-30,34471.22,27616.68,Changed mind
CUST_0012,"223 Street, City_8",2024-10-16,2024-10-17,8352.28,7843.57,Other
CUST_0012,"223 Street, City_8",2024-08-27,2024-08-29,2072.95,1901.75,Changed mind
CUST_0012,"223 Street, City_8",2024-09-13,2024-09-14,9281.3,8130.02,Not satisfied
CUST_0012,"223 Street, City_8",2023-11-24,2023-11-26,665.62,552.33,Not satisfied
CUST_0012,"223 Street, City_8",2023-10-31,2023-11-01,208799.78,183508.5,Changed mind
CUST_0012,"223 Street, City_8",2023-12-09,2023-12-10,27274.44,24169.85,Changed mind
CUST_0012,"223 Street, City_8",2023-12-02,2023-12-03,37201.29,34632.12,Changed mind
CUST_0012,"223 Street, City_8",2023-02-20,2023-02-22,5405.88,5049.2,Not satisfied
CUST_0012,"223 Street, City_8",2024-10-30,2024-11-01,9539.44,7802.55,Changed mind
CUST_0012,"223 Street, City_8",2024-10-31,2024-11-01,4074.27,3359.82,Changed mind
CUST_0012,"223 Street, City_8",2023-04-18,2023-04-19,41312.71,35489.92,Other
CUST_0012,"223 Street, City_8",2023-08-29,2023-08-30,1975.17,1902.38,Changed mind
CUST_0012,"223 Street, City_8",2023-06-21,2023-06-22,22664.83,18143.58,Not satisfied
CUST_0012,"223 Street, City_8",2023-04-28,2023-04-30,283582.4,250178.0,Other
CUST_0012,"223 Street, City_8",2024-09-28,2024-09-29,21931.25,18583.97,No longer needed
CUST_0013,"50 Street, City_8",2024-09-03,2024-09-04,118597.14,104933.44,Not satisfied
CUST_0013,"50 Street, City_8",2024-08-03,2024-08-05,4945.17,4423.84,Not satisfied
CUST_0013,"50 Street, City_8",2024-10-22,2024-10-24,58075.63,53801.44,No longer needed
CUST_0013,"50 Street, City_8",2024-03-16,,93720.84,0.0,
CUST_0013,"50 Street, City_8",2023-09-20,2023-09-21,5092.84,4090.39,Not satisfied
CUST_0013,"50 Street, City_8",2023-10-07,2023-10-09,95505.6,82845.9,No longer needed
CUST_0013,"50 Street, City_8",2023-10-15,,8476.45,0.0,
CUST_0013,"50 Street, City_8",2023-03-14,2023-03-15,10464.08,9662.86,No longer needed
CUST_0013,"50 Street, City_8",2024-07-14,2024-07-16,24150.49,23571.26,Not satisfied
CUST_0013,"50 Street, City_8",2024-07-15,2024-07-17,42552.32,36875.85,Changed mind
CUST_0013,"50 Street, City_8",2023-05-10,2023-05-12,99417.84,81299.29,Changed mind
CUST_0013,"50 Street, City_8",2024-03-28,2024-03-29,22088.73,18424.11,No longer needed
CUST_0013,"50 Street, City_8",2024-09-09,2024-09-11,11690.46,11646.59,Other
CUST_0013,"50 Street, City_8",2024-05-29,2024-05-31,4515.68,4492.35,No longer needed
CUST_0013,"50 Street, City_8",2024-09-21,2024-09-23,57280.6,54850.78,No longer needed
CUST_0013,"50 Street, City_8",2023-06-10,2023-06-12,15836.3,14913.82,No longer needed
CUST_0013,"50 Street, City_8",2024-10-15,2024-10-17,9424.17,9305.34,Changed mind
CUST_0013,"50 Street, City_8",2024-03-24,2024-03-25,8189.53,8095.17,Changed mind
CUST_0013,"50 Street, City_8",2024-04-10,,36446.05,0.0,
CUST_0013,"50 Street, City_8",2023-04-11,2023-04-12,13870.51,11419.22,Changed mind
CUST_0013,"50 Street, City_8",2024-08-16,2024-08-17,78540.94,75242.7,No longer needed
CUST_0013,"50 Street, City_8",2024-06-09,2024-06-11,49035.6,40736.73,Other
CUST_0013,"50 Street, City_8",2024-04-10,2024-04-11,14835.5,14426.08,Changed mind
CUST_0013,"50 Street, City_8",2023-06-13,2023-06-15,25745.88,24534.85,Not satisfied
